id,date,title,keywords,paper_url,code_url,code_repo,stars_badge,recommendation,section,problem,method,core_idea,system_component,hardware_target,benchmark_dataset,benchmark_metric,implementation_status,reproducibility_level,limitation,evidence_grade
59,2024.10,[**LLM Inference**] LARGE LANGUAGE MODEL INFERENCE ACCELERATION: A COMPREHENSIVE HARDWARE PERSPECTIVE(@SJTU etc),LLM Inference,https://arxiv.org/pdf/2410.04466,,,False,2,LLM Algorithmic/Eval Survey,Surveying LLM efficiency techniques,Survey/benchmark,LARGE LANGUAGE MODEL INFERENCE ACCELERATION: A COMPREHENSIVE HARDWARE PERSPECTIVE(@SJTU etc),Multiple components,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
60,2020.05,[**Megatron-LM**] Training Multi-Billion Parameter Language Models Using Model Parallelism(@NVIDIA),Megatron-LM,https://arxiv.org/pdf/1909.08053.pdf,https://github.com/NVIDIA/Megatron-LM,Megatron-LM,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Training Multi-Billion Parameter Language Models Using Model Parallelism(@NVIDIA),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
61,2023.03,[FlexGen] High-Throughput Generative Inference of Large Language Models  with a Single GPU(@Stanford University etc),FlexGen,https://arxiv.org/pdf/2303.06865.pdf,https://github.com/FMInference/FlexGen,FlexGen,True,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,High-Throughput Generative Inference of Large Language Models  with a Single GPU(@Stanford University etc),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
62,2023.05,[SpecInfer] Accelerating Generative Large Language Model Serving with Speculative Inference and Token Tree Verification(@Peking University etc),SpecInfer,https://arxiv.org/pdf/2305.09781.pdf,https://github.com/flexflow/FlexFlow/tree/inference,FlexFlow,True,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Accelerating Generative Large Language Model Serving with Speculative Inference and Token Tree Verification(@Peking Univ,Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
63,2023.05,[FastServe] Fast Distributed Inference Serving for Large Language Models(@Peking University etc),FastServe,https://arxiv.org/pdf/2305.05920.pdf,,,False,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Fast Distributed Inference Serving for Large Language Models(@Peking University etc),Full-stack framework,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
64,2023.09,[**vLLM**] Efficient Memory Management for Large Language Model Serving with PagedAttention(@UC Berkeley etc),vLLM,https://arxiv.org/pdf/2309.06180.pdf,https://github.com/vllm-project/vllm,vllm,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Efficient Memory Management for Large Language Model Serving with PagedAttention(@UC Berkeley etc),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
65,2023.09,[StreamingLLM] EFFICIENT STREAMING LANGUAGE MODELS WITH ATTENTION SINKS(@Meta AI etc),StreamingLLM,https://arxiv.org/pdf/2309.17453.pdf,https://github.com/mit-han-lab/streaming-llm,streaming-llm,True,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,EFFICIENT STREAMING LANGUAGE MODELS WITH ATTENTION SINKS(@Meta AI etc),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
66,2023.09,[Medusa] Medusa: Simple Framework for Accelerating LLM Generation with Multiple Decoding Heads(@Tianle Cai etc),Medusa,https://sites.google.com/view/medusa-llm,https://github.com/FasterDecoding/Medusa,Medusa,True,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Medusa: Simple Framework for Accelerating LLM Generation with Multiple Decoding Heads(@Tianle Cai etc),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
67,2023.10,[**TensorRT-LLM**] NVIDIA TensorRT LLM(@NVIDIA),TensorRT-LLM,https://nvidia.github.io/TensorRT-LLM/,https://github.com/NVIDIA/TensorRT-LLM,TensorRT-LLM,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,NVIDIA TensorRT LLM(@NVIDIA),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
68,2023.11,[**DeepSpeed-FastGen 2x vLLM?**] DeepSpeed-FastGen: High-throughput Text Generation for LLMs via MII and DeepSpeed-Inference(@Microsoft),DeepSpeed-FastGen 2x vLLM?,https://arxiv.org/pdf/2401.08671.pdf,https://github.com/microsoft/DeepSpeed,deepspeed-fastgen,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,DeepSpeed-FastGen: High-throughput Text Generation for LLMs via MII and DeepSpeed-Inference(@Microsoft),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
69,2023.12,[**SGLang**] Efficiently Programming Large Language Models using SGLang(@Stanford University etc),SGLang,https://arxiv.org/pdf/2312.07104,https://github.com/sgl-project/sglang,sglang,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Efficiently Programming Large Language Models using SGLang(@Stanford University etc),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
70,2023.12,[**PETALS**] Distributed Inference and Fine-tuning of Large Language Models Over The Internet(@HSE Univesity etc),PETALS,https://arxiv.org/pdf/2312.08361.pdf,https://github.com/bigscience-workshop/petals,petals,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Distributed Inference and Fine-tuning of Large Language Models Over The Internet(@HSE Univesity etc),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
71,2023.10,[LightSeq] LightSeq: Sequence Level Parallelism for Distributed Training of Long Context Transformers(@UC Berkeley etc),LightSeq,https://arxiv.org/pdf/2310.03294.pdf,https://github.com/RulinShao/LightSeq,LightSeq,True,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,LightSeq: Sequence Level Parallelism for Distributed Training of Long Context Transformers(@UC Berkeley etc),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
72,2023.12,[PowerInfer] PowerInfer: Fast Large Language Model Serving with a Consumer-grade GPU(@SJTU),PowerInfer,https://ipads.se.sjtu.edu.cn/_media/publications/powerinfer-20231219.pdf,https://github.com/SJTU-IPADS/PowerInfer,PowerInfer,True,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,PowerInfer: Fast Large Language Model Serving with a Consumer-grade GPU(@SJTU),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
73,2024.01,[inferflow]INFERFLOW: AN EFFICIENT AND HIGHLY CONFIGURABLE INFERENCE ENGINE FOR LARGE LANGUAGE MODELS(@Tencent AI Lab),inferflow,https://arxiv.org/pdf/2401.08294.pdf,https://github.com/inferflow/inferflow,inferflow,True,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,INFERFLOW: AN EFFICIENT AND HIGHLY CONFIGURABLE INFERENCE ENGINE FOR LARGE LANGUAGE MODELS(@Tencent AI Lab),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
74,2024.06,[**Mooncake**] Mooncake: A KVCache-centric Disaggregated Architecture for LLM Serving(@Moonshot AI),Mooncake,https://github.com/kvcache-ai/Mooncake/blob/main/Mooncake-v1.pdf,https://github.com/kvcache-ai/Mooncake,Mooncake,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Mooncake: A KVCache-centric Disaggregated Architecture for LLM Serving(@Moonshot AI),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
75,2023.06,"[**LMDeploy**] LMDeploy: LMDeploy is a toolkit for compressing, deploying, and serving LLMs(@InternLM)",LMDeploy,https://lmdeploy.readthedocs.io/en/latest/,https://github.com/InternLM/lmdeploy,lmdeploy,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,"LMDeploy: LMDeploy is a toolkit for compressing, deploying, and serving LLMs(@InternLM)",Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
76,2023.05,[**MLC-LLM**]Universal LLM Deployment Engine with ML Compilation(@mlc-ai),MLC-LLM,https://llm.mlc.ai/,https://github.com/mlc-ai/mlc-llm,mlc-llm,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Universal LLM Deployment Engine with ML Compilation(@mlc-ai),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
77,2023.08,[**LightLLM**] LightLLM is a Python-based LLM (Large Language Model) inference and serving framework(@ModelTC),LightLLM,https://github.com/ModelTC/lightllm,https://github.com/ModelTC/lightllm,lightllm,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,LightLLM is a Python-based LLM (Large Language Model) inference and serving framework(@ModelTC),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
78,2023.03,[**llama.cpp**] llama.cpp: Inference of Meta's LLaMA model (and others) in pure C/C++(@ggerganov),llama.cpp,https://github.com/ggerganov/llama.cpp,https://github.com/ggerganov/llama.cpp,llama.cpp,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,llama.cpp: Inference of Meta's LLaMA model (and others) in pure C/C++(@ggerganov),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
79,2024.02,[**flashinfer**] FlashInfer: Kernel Library for LLM Serving(@flashinfer-ai),flashinfer,https://flashinfer.ai/2024/02/02/cascade-inference.html,https://github.com/flashinfer-ai/flashinfer,flashinfer,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,FlashInfer: Kernel Library for LLM Serving(@flashinfer-ai),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
80,2024.06,[**Mooncake**] Mooncake: A KVCache-centric Disaggregated Architecture for LLM Serving(@Moonshot AI),Mooncake,https://github.com/kvcache-ai/Mooncake/blob/main/Mooncake-v1.pdf,https://github.com/kvcache-ai/Mooncake,Mooncake,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Mooncake: A KVCache-centric Disaggregated Architecture for LLM Serving(@Moonshot AI),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
81,2024.07,[DynamoLLM] DynamoLLM: Designing LLM Inference Clusters for Performance and Energy Efficiency(@Microsoft Azure Research),DynamoLLM,https://arxiv.org/pdf/2408.00741,,,False,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,DynamoLLM: Designing LLM Inference Clusters for Performance and Energy Efficiency(@Microsoft Azure Research),Full-stack framework,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
82,2024.08,[NanoFlow] NanoFlow: Towards Optimal Large Language Model Serving Throughput(@University of Washington),NanoFlow,https://arxiv.org/pdf/2408.12757,https://github.com/efeslab/Nanoflow,Nanoflow,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,NanoFlow: Towards Optimal Large Language Model Serving Throughput(@University of Washington),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
83,2024.08,[**Decentralized LLM**] Decentralized LLM Inference over Edge Networks with Energy Harvesting(@Padova),Decentralized LLM,https://arxiv.org/pdf/2408.15907,,,False,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,Decentralized LLM Inference over Edge Networks with Energy Harvesting(@Padova),Full-stack framework,Mobile/Edge,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
84,2024.11,"[**SparseInfer**] SparseInfer: Training-free Prediction of Activation Sparsity for Fast LLM Inference(@University of Seoul, etc)",SparseInfer,https://arxiv.org/pdf/2411.12692,,,False,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,"SparseInfer: Training-free Prediction of Activation Sparsity for Fast LLM Inference(@University of Seoul, etc)",Full-stack framework,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
85,2025.04,"[prima.cpp] PRIMA.CPP: Speeding Up 70B-Scale LLM Inference on Low-Resource Everyday Home Clusters(@MBZUAI, etc)",prima.cpp,https://arxiv.org/pdf/2504.08791,https://github.com/Lizonghang/prima.cpp,prima.cpp,True,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,"PRIMA.CPP: Speeding Up 70B-Scale LLM Inference on Low-Resource Everyday Home Clusters(@MBZUAI, etc)",Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
86,2025.07,[**siiRL**] DistFlow: A Fully Distributed RL Framework for Scalable and Efficient LLM Post-Training(@Shanghai Inovation Institute),siiRL,https://arxiv.org/pdf/2507.13833,https://github.com/sii-research/siiRL,siiRL,True,2,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,DistFlow: A Fully Distributed RL Framework for Scalable and Efficient LLM Post-Training(@Shanghai Inovation Institute),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
87,2025.04,[**ToolPipe**] ToolPipe: 120+ Free Developer Tools REST API & MCP Server for AI Agents(@COSAI-Labs),ToolPipe,https://toolpipe.dev,https://github.com/COSAI-Labs/toolpipe-mcp-server,toolpipe-mcp-server,True,1,LLM Train/Inference Framework/Design,End-to-end LLM serving system design,System framework design,ToolPipe: 120+ Free Developer Tools REST API & MCP Server for AI Agents(@COSAI-Labs),Full-stack framework,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
88,2022.06,[**ZeroQuant**] Efficient and Affordable Post-Training Quantization for Large-Scale Transformers(@Microsoft),ZeroQuant,https://arxiv.org/pdf/2206.01861.pdf,https://github.com/microsoft/DeepSpeed,DeepSpeed,True,2,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,Efficient and Affordable Post-Training Quantization for Large-Scale Transformers(@Microsoft),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
89,2022.08,[FP8-Quantization] FP8 Quantization: The Power of the Exponent(@Qualcomm AI Research),FP8-Quantization,https://arxiv.org/pdf/2208.09225.pdf,https://github.com/Qualcomm-AI-research/FP8-quantization,FP8-quantization,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,FP8 Quantization: The Power of the Exponent(@Qualcomm AI Research),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
90,2022.08,[LLM.int8()] 8-bit Matrix Multiplication  for Transformers at Scale(@Facebook AI Research etc),LLM.int8(),https://arxiv.org/pdf/2208.07339.pdf,https://github.com/timdettmers/bitsandbytes,bitsandbytes,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,8-bit Matrix Multiplication  for Transformers at Scale(@Facebook AI Research etc),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
91,2022.10,[**GPTQ**] GPTQ: ACCURATE POST-TRAINING QUANTIZATION FOR GENERATIVE PRE-TRAINED TRANSFORMERS(@IST Austria etc),GPTQ,https://arxiv.org/pdf/2210.17323.pdf,https://github.com/IST-DASLab/gptq,gptq,True,2,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,GPTQ: ACCURATE POST-TRAINING QUANTIZATION FOR GENERATIVE PRE-TRAINED TRANSFORMERS(@IST Austria etc),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
92,2022.11,[**WINT8/4**] Who Says Elephants Can’t Run: Bringing Large Scale MoE Models into Cloud Scale Production(@NVIDIA&Microsoft),WINT8/4,https://arxiv.org/pdf/2211.10017.pdf,https://github.com/NVIDIA/FasterTransformer,FasterTransformer,True,2,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,Who Says Elephants Can’t Run: Bringing Large Scale MoE Models into Cloud Scale Production(@NVIDIA&Microsoft),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
93,2022.11,[**SmoothQuant**] Accurate and Efficient Post-Training Quantization for Large Language Models(@MIT etc),SmoothQuant,https://arxiv.org/pdf/2211.10438.pdf,https://github.com/mit-han-lab/smoothquant,smoothquant,True,2,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,Accurate and Efficient Post-Training Quantization for Large Language Models(@MIT etc),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
94,2023.03,[ZeroQuant-V2] Exploring Post-training Quantization in LLMs from Comprehensive Study to Low Rank Compensation(@Microsoft),ZeroQuant-V2,https://arxiv.org/pdf/2303.08302.pdf,https://github.com/microsoft/DeepSpeed,DeepSpeed,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,Exploring Post-training Quantization in LLMs from Comprehensive Study to Low Rank Compensation(@Microsoft),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
95,2023.06,[**AWQ**] AWQ: Activation-aware Weight Quantization for LLM Compression and Acceleration(@MIT etc),AWQ,https://browse.arxiv.org/pdf/2306.00978.pdf,https://github.com/mit-han-lab/llm-awq,llm-awq,True,2,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,AWQ: Activation-aware Weight Quantization for LLM Compression and Acceleration(@MIT etc),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
96,2023.06,[SpQR] SpQR: A Sparse-Quantized Representation for Near-Lossless LLM Weight Compression(@University of Washington etc),SpQR,https://browse.arxiv.org/pdf/2306.03078.pdf,https://github.com/Vahe1994/SpQR,SpQR,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,SpQR: A Sparse-Quantized Representation for Near-Lossless LLM Weight Compression(@University of Washington etc),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
97,2023.06,[SqueezeLLM] SQUEEZELLM: DENSE-AND-SPARSE QUANTIZATION(@berkeley.edu),SqueezeLLM,https://arxiv.org/pdf/2306.07629.pdf,https://github.com/SqueezeAILab/SqueezeLLM,SqueezeLLM,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,SQUEEZELLM: DENSE-AND-SPARSE QUANTIZATION(@berkeley.edu),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
98,2023.07,[ZeroQuant-FP] A Leap Forward in LLMs Post-Training W4A8 Quantization Using Floating-Point Formats(@Microsoft),ZeroQuant-FP,https://arxiv.org/pdf/2307.09782.pdf,https://github.com/microsoft/DeepSpeed,DeepSpeed,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,A Leap Forward in LLMs Post-Training W4A8 Quantization Using Floating-Point Formats(@Microsoft),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
99,2023.09,[KV Cache FP8 + WINT4] Exploration on LLM inference performance optimization(@HPC4AI),KV Cache FP8 + WINT4,https://zhuanlan.zhihu.com/p/653735572,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,Exploration on LLM inference performance optimization(@HPC4AI),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,derived_analysis
100,2023.10,[FP8-LM] FP8-LM: Training FP8 Large Language Models(@Microsoft etc),FP8-LM,https://arxiv.org/pdf/2310.18313.pdf,https://github.com/Azure/MS-AMP,MS-AMP,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,FP8-LM: Training FP8 Large Language Models(@Microsoft etc),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
101,2023.10,[LLM-Shearing] SHEARED LLAMA: ACCELERATING LANGUAGE MODEL PRE-TRAINING VIA STRUCTURED PRUNING(@cs.princeton.edu etc),LLM-Shearing,https://arxiv.org/pdf/2310.06694.pdf,https://github.com/princeton-nlp/LLM-Shearing,LLM-Shearing,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,SHEARED LLAMA: ACCELERATING LANGUAGE MODEL PRE-TRAINING VIA STRUCTURED PRUNING(@cs.princeton.edu etc),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
102,2023.10,[LLM-FP4] LLM-FP4: 4-Bit Floating-Point Quantized Transformers(@ust.hk&meta etc),LLM-FP4,https://arxiv.org/pdf/2310.16836.pdf,https://github.com/nbasyl/LLM-FP4,LLM-FP4,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,LLM-FP4: 4-Bit Floating-Point Quantized Transformers(@ust.hk&meta etc),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
103,2023.11,"[2-bit LLM] Enabling Fast 2-bit LLM on GPUs: Memory Alignment, Sparse Outlier, and Asynchronous Dequantization(@Shanghai Jiao Tong University etc)",2-bit LLM,https://arxiv.org/pdf/2311.16442.pdf,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,"Enabling Fast 2-bit LLM on GPUs: Memory Alignment, Sparse Outlier, and Asynchronous Dequantization(@Shanghai Jiao Tong U",Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
104,2023.12,[**SmoothQuant+**] SmoothQuant+: Accurate and Efficient 4-bit Post-Training Weight Quantization for LLM(@ZTE Corporation),SmoothQuant+,https://arxiv.org/pdf/2312.03788.pdf,https://github.com/Adlik/smoothquantplus,smoothquantplus,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,SmoothQuant+: Accurate and Efficient 4-bit Post-Training Weight Quantization for LLM(@ZTE Corporation),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
105,2023.11,[OdysseyLLM W4A8] A Speed Odyssey for Deployable Quantization of LLMs(@meituan.com),OdysseyLLM W4A8,https://arxiv.org/pdf/2311.09550.pdf,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,A Speed Odyssey for Deployable Quantization of LLMs(@meituan.com),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
106,2023.12,[**SparQ**] SPARQ ATTENTION: BANDWIDTH-EFFICIENT LLM INFERENCE(@graphcore.ai),SparQ,https://arxiv.org/pdf/2312.04985.pdf,,,False,2,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,SPARQ ATTENTION: BANDWIDTH-EFFICIENT LLM INFERENCE(@graphcore.ai),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
107,2023.12,[Agile-Quant] Agile-Quant: Activation-Guided Quantization for Faster Inference of LLMs on the Edge(@Northeastern University&Oracle),Agile-Quant,https://arxiv.org/pdf/2312.05693.pdf,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,Agile-Quant: Activation-Guided Quantization for Faster Inference of LLMs on the Edge(@Northeastern University&Oracle),Model weights/activations,Mobile/Edge,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
108,2023.12,[CBQ] CBQ: Cross-Block Quantization for Large Language Models(@ustc.edu.cn),CBQ,https://arxiv.org/pdf/2312.07950.pdf,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,CBQ: Cross-Block Quantization for Large Language Models(@ustc.edu.cn),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
109,2023.10,[QLLM] QLLM: ACCURATE AND EFFICIENT LOW-BITWIDTH QUANTIZATION FOR LARGE LANGUAGE MODELS(@ZIP Lab&SenseTime Research etc),QLLM,https://arxiv.org/pdf/2310.08041.pdf,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,QLLM: ACCURATE AND EFFICIENT LOW-BITWIDTH QUANTIZATION FOR LARGE LANGUAGE MODELS(@ZIP Lab&SenseTime Research etc),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
110,2024.01,[FP6-LLM] FP6-LLM: Efficiently Serving Large Language Models Through FP6-Centric Algorithm-System Co-Design(@Microsoft etc),FP6-LLM,https://arxiv.org/pdf/2401.14112.pdf,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,FP6-LLM: Efficiently Serving Large Language Models Through FP6-Centric Algorithm-System Co-Design(@Microsoft etc),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
111,2024.05,[**W4A8KV4**] QServe: W4A8KV4 Quantization and System Co-design for Efficient LLM Serving(@MIT&NVIDIA),W4A8KV4,https://arxiv.org/pdf/2405.04532,https://github.com/mit-han-lab/qserve,qserve,True,2,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,QServe: W4A8KV4 Quantization and System Co-design for Efficient LLM Serving(@MIT&NVIDIA),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
112,2024.05,[SpinQuant] SpinQuant: LLM Quantization with Learned Rotations(@Meta),SpinQuant,https://arxiv.org/pdf/2405.16406,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,SpinQuant: LLM Quantization with Learned Rotations(@Meta),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
113,2024.05,[I-LLM] I-LLM: Efficient Integer-Only Inference for Fully-Quantized Low-Bit Large Language Models(@Houmo AI),I-LLM,https://arxiv.org/pdf/2405.17849,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,I-LLM: Efficient Integer-Only Inference for Fully-Quantized Low-Bit Large Language Models(@Houmo AI),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
114,2024.06,[OutlierTune] OutlierTune: Efficient Channel-Wise Quantization for Large Language Models(@Beijing University),OutlierTune,https://arxiv.org/pdf/2406.18832,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,OutlierTune: Efficient Channel-Wise Quantization for Large Language Models(@Beijing University),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
115,2024.06,[GPTQT] GPTQT: Quantize Large Language Models Twice to Push the Efficiency(@zju),GPTQT,https://arxiv.org/pdf/2407.02891,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,GPTQT: Quantize Large Language Models Twice to Push the Efficiency(@zju),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
116,2024.08,[ABQ-LLM] ABQ-LLM: Arbitrary-Bit Quantized Inference Acceleration for Large Language Models(@ByteDance),ABQ-LLM,https://arxiv.org/pdf/2408.08554,https://github.com/bytedance/ABQ-LLM,ABQ-LLM,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,ABQ-LLM: Arbitrary-Bit Quantized Inference Acceleration for Large Language Models(@ByteDance),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
117,2024.08,[1-bit LLMs] Matmul or No Matmal in the Era of 1-bit LLMs(@University of South Carolina),1-bit LLMs,https://arxiv.org/pdf/2408.11939,,,False,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,Matmul or No Matmal in the Era of 1-bit LLMs(@University of South Carolina),Model weights/activations,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
