id,date,title,keywords,paper_url,code_url,code_repo,stars_badge,recommendation,section
107,2023.12,[Agile-Quant] Agile-Quant: Activation-Guided Quantization for Faster Inference of LLMs on the Edge(@Northeastern University&Oracle),Agile-Quant,https://arxiv.org/pdf/2312.05693.pdf,,,False,1,Weight/Activation Quantize/Compress
108,2023.12,[CBQ] CBQ: Cross-Block Quantization for Large Language Models(@ustc.edu.cn),CBQ,https://arxiv.org/pdf/2312.07950.pdf,,,False,1,Weight/Activation Quantize/Compress
109,2023.10,[QLLM] QLLM: ACCURATE AND EFFICIENT LOW-BITWIDTH QUANTIZATION FOR LARGE LANGUAGE MODELS(@ZIP Lab&SenseTime Research etc),QLLM,https://arxiv.org/pdf/2310.08041.pdf,,,False,1,Weight/Activation Quantize/Compress
110,2024.01,[FP6-LLM] FP6-LLM: Efficiently Serving Large Language Models Through FP6-Centric Algorithm-System Co-Design(@Microsoft etc),FP6-LLM,https://arxiv.org/pdf/2401.14112.pdf,,,False,1,Weight/Activation Quantize/Compress
111,2024.05,[**W4A8KV4**] QServe: W4A8KV4 Quantization and System Co-design for Efficient LLM Serving(@MIT&NVIDIA),W4A8KV4,https://arxiv.org/pdf/2405.04532,https://github.com/mit-han-lab/qserve,qserve,True,2,Weight/Activation Quantize/Compress
112,2024.05,[SpinQuant] SpinQuant: LLM Quantization with Learned Rotations(@Meta),SpinQuant,https://arxiv.org/pdf/2405.16406,,,False,1,Weight/Activation Quantize/Compress
113,2024.05,[I-LLM] I-LLM: Efficient Integer-Only Inference for Fully-Quantized Low-Bit Large Language Models(@Houmo AI),I-LLM,https://arxiv.org/pdf/2405.17849,,,False,1,Weight/Activation Quantize/Compress
114,2024.06,[OutlierTune] OutlierTune: Efficient Channel-Wise Quantization for Large Language Models(@Beijing University),OutlierTune,https://arxiv.org/pdf/2406.18832,,,False,1,Weight/Activation Quantize/Compress
115,2024.06,[GPTQT] GPTQT: Quantize Large Language Models Twice to Push the Efficiency(@zju),GPTQT,https://arxiv.org/pdf/2407.02891,,,False,1,Weight/Activation Quantize/Compress
116,2024.08,[ABQ-LLM] ABQ-LLM: Arbitrary-Bit Quantized Inference Acceleration for Large Language Models(@ByteDance),ABQ-LLM,https://arxiv.org/pdf/2408.08554,https://github.com/bytedance/ABQ-LLM,ABQ-LLM,True,1,Weight/Activation Quantize/Compress
117,2024.08,[1-bit LLMs] Matmul or No Matmal in the Era of 1-bit LLMs(@University of South Carolina),1-bit LLMs,https://arxiv.org/pdf/2408.11939,,,False,1,Weight/Activation Quantize/Compress
118,2024.08,[ACTIVATION SPARSITY] TRAINING-FREE ACTIVATION SPARSITY IN LARGE LANGUAGE MODELS(@MIT etc),ACTIVATION SPARSITY,https://arxiv.org/pdf/2408.14690,https://github.com/FasterDecoding/TEAL,TEAL,True,1,Weight/Activation Quantize/Compress
119,2024.09,[VPTQ] VPTQ: EXTREME LOW-BIT VECTOR POST-TRAINING QUANTIZATION FOR LARGE LANGUAGE MODELS(@Microsoft),VPTQ,https://arxiv.org/pdf/2409.17066,https://github.com/microsoft/VPTQ,VPTQ,True,1,Weight/Activation Quantize/Compress
120,2024.11,[BitNet] BitNet a4.8: 4-bit Activations for 1-bit LLMs(@Microsoft),BitNet,https://arxiv.org/pdf/2411.04965,https://github.com/microsoft/unilm/tree/master/bitnet,bitnet,True,1,Weight/Activation Quantize/Compress
121,2025.04,[**BitNet v2**] BitNet v2: Native 4-bit Activations with Hadamard Transformation for 1-bit LLMs(@Microsoft),BitNet v2,https://arxiv.org/pdf/2504.18415,https://github.com/microsoft/unilm/tree/master/bitnet,bitnet,True,1,Weight/Activation Quantize/Compress
122,2025.05,[**GuidedQuant**] GuidedQuant: Large Language Model Quantization via Exploiting End Loss Guidance (@SNU&SamsungAILab&Google),GuidedQuant,https://arxiv.org/pdf/2505.07004,https://github.com/snu-mllab/GuidedQuant,GuidedQuant,True,2,Weight/Activation Quantize/Compress
123,2022.07,[**Continuous Batching**] Orca: A Distributed Serving System for Transformer-Based Generative Models(@Seoul National University etc),Continuous Batching,https://www.usenix.org/system/files/osdi22-yu.pdf,,,False,2,Continuous/In-flight Batching
124,2023.10,[**In-flight Batching**] NVIDIA TensorRT LLM Batch Manager(@NVIDIA),In-flight Batching,https://nvidia.github.io/TensorRT-LLM/batch_manager.html,https://github.com/NVIDIA/TensorRT-LLM,TensorRT-LLM,True,2,Continuous/In-flight Batching
125,2023.11,[**DeepSpeed-FastGen 2x vLLM?**] DeepSpeed-FastGen: High-throughput Text Generation for LLMs via MII and DeepSpeed-Inference(@Microsoft),DeepSpeed-FastGen 2x vLLM?,https://github.com/microsoft/DeepSpeed/tree/master/blogs/deepspeed-fastgen,https://github.com/microsoft/DeepSpeed,deepspeed-fastgen,True,2,Continuous/In-flight Batching
126,2023.11,[Splitwise] Splitwise: Efficient Generative LLM Inference Using Phase Splitting(@Microsoft etc),Splitwise,https://arxiv.org/pdf/2311.18677.pdf,,,False,1,Continuous/In-flight Batching
127,2023.12,[SpotServe] SpotServe: Serving Generative Large Language Models on Preemptible Instances(@cmu.edu etc),SpotServe,https://arxiv.org/pdf/2311.15566.pdf,https://github.com/Hsword/SpotServe,SpotServe,True,1,Continuous/In-flight Batching
128,2023.10,[LightSeq] LightSeq: Sequence Level Parallelism for Distributed Training of Long Context Transformers(@UC Berkeley etc),LightSeq,https://arxiv.org/pdf/2310.03294.pdf,https://github.com/RulinShao/LightSeq,LightSeq,True,1,Continuous/In-flight Batching
129,2024.05,[vAttention] vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention(@Microsoft Research India),vAttention,https://arxiv.org/pdf/2405.04437,https://github.com/microsoft/vattention,vAttention,True,2,Continuous/In-flight Batching
130,2024.07,[**vTensor**] vTensor: Flexible Virtual Tensor Management for Efficient LLM Serving(@Shanghai Jiao Tong University etc),vTensor,https://arxiv.org/pdf/2407.15309,https://github.com/intelligent-machine-learning/glake/tree/master/GLakeServe,vTensor,True,2,Continuous/In-flight Batching
131,2024.08,[Automatic Inference Engine Tuning] Towards SLO-Optimized LLM Serving via Automatic Inference Engine Tuning(@Nanjing University etc),Automatic Inference Engine Tuning,https://arxiv.org/pdf/2408.04323,,,False,2,Continuous/In-flight Batching
132,2024.08,[**SJF Scheduling**] Efficient LLM Scheduling by Learning to Rank(@UCSD etc),SJF Scheduling,https://arxiv.org/pdf/2408.15792,,,False,2,Continuous/In-flight Batching
133,2024.12,[**BatchLLM**] BatchLLM: Optimizing Large Batched LLM Inference with Global Prefix Sharing and Throughput-oriented Token Batching(@Microsoft),BatchLLM,https://arxiv.org/pdf/2412.03594,,,False,2,Continuous/In-flight Batching
134,2018.05,[Online Softmax] Online normalizer calculation for softmax(@NVIDIA),Online Softmax,https://arxiv.org/pdf/1805.02867.pdf,,,False,1,IO/FLOPs-Aware/Sparse Attention
135,2019.11,[MQA] Fast Transformer Decoding: One Write-Head is All You Need(@Google),MQA,https://arxiv.org/pdf/1911.02150.pdf,,,False,2,IO/FLOPs-Aware/Sparse Attention
136,2020.10,[Hash Attention] REFORMER: THE EFFICIENT TRANSFORMER(@Google),Hash Attention,https://arxiv.org/pdf/2001.04451.pdf,https://github.com/google/trax/tree/master/trax/models/reformer,reformer,True,2,IO/FLOPs-Aware/Sparse Attention
137,2022.05,[**FlashAttention**] Fast and Memory-Efficient Exact Attention with IO-Awareness(@Stanford University etc),FlashAttention,https://arxiv.org/pdf/2205.14135.pdf,https://github.com/Dao-AILab/flash-attention,flash-attention,True,2,IO/FLOPs-Aware/Sparse Attention
138,2022.10,[Online Softmax] SELF-ATTENTION DOES NOT NEED O(n^2) MEMORY(@Google),Online Softmax,https://arxiv.org/pdf/2112.05682.pdf,,,False,1,IO/FLOPs-Aware/Sparse Attention
139,2023.05,[FlashAttention] From Online Softmax to FlashAttention(@cs.washington.edu),FlashAttention,https://courses.cs.washington.edu/courses/cse599m/23sp/notes/flashattn.pdf,,,False,2,IO/FLOPs-Aware/Sparse Attention
140,2023.05,"[FLOP, I/O] Dissecting Batching Effects in GPT Inference(@Lequn Chen)","FLOP, I/O",https://le.qun.ch/en/blog/2023/05/13/transformer-batching/,,,False,1,IO/FLOPs-Aware/Sparse Attention
141,2023.05,[**GQA**] GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints(@Google),GQA,https://arxiv.org/pdf/2305.13245.pdf,https://github.com/google/flaxformer,flaxformer,True,2,IO/FLOPs-Aware/Sparse Attention
142,2023.06,[Sparse FlashAttention] Faster Causal Attention Over Large Sequences Through Sparse Flash Attention(@EPFL etc),Sparse FlashAttention,https://arxiv.org/pdf/2306.01160.pdf,https://github.com/epfml/dynamic-sparse-flash-attention,dynamic-sparse-flash-attention,True,1,IO/FLOPs-Aware/Sparse Attention
143,2023.07,[**FlashAttention-2**] Faster Attention with Better Parallelism and Work Partitioning(@Stanford University etc),FlashAttention-2,https://arxiv.org/pdf/2307.08691.pdf,https://github.com/Dao-AILab/flash-attention,flash-attention,True,2,IO/FLOPs-Aware/Sparse Attention
144,2023.10,[**Flash-Decoding**] Flash-Decoding for long-context inference(@Stanford University etc),Flash-Decoding,https://crfm.stanford.edu/2023/10/12/flashdecoding.html,https://github.com/Dao-AILab/flash-attention,flash-attention,True,2,IO/FLOPs-Aware/Sparse Attention
145,2023.11,[Flash-Decoding++] FLASHDECODING++: FASTER LARGE LANGUAGE MODEL INFERENCE ON GPUS(@Tsinghua University&Infinigence-AI),Flash-Decoding++,https://arxiv.org/pdf/2311.01282.pdf,,,False,1,IO/FLOPs-Aware/Sparse Attention
146,2023.01,[SparseGPT] SparseGPT: Massive Language Models Can be Accurately Pruned in One-Shot(@ISTA etc),SparseGPT,https://arxiv.org/pdf/2301.00774.pdf,https://github.com/IST-DASLab/sparsegpt,sparsegpt,True,1,IO/FLOPs-Aware/Sparse Attention
147,2023.12,[**GLA**] Gated Linear Attention Transformers with Hardware-Efficient Training(@MIT-IBM Watson AI),GLA,https://arxiv.org/pdf/2312.06635.pdf,,,True,2,IO/FLOPs-Aware/Sparse Attention
148,2023.12,[SCCA] SCCA: Shifted Cross Chunk Attention for long contextual semantic expansion(@Beihang University),SCCA,https://arxiv.org/pdf/2312.07305.pdf,,,False,1,IO/FLOPs-Aware/Sparse Attention
149,2023.12,[**FlashLLM**] LLM in a flash: Efficient Large Language Model Inference with Limited Memory(@Apple),FlashLLM,https://arxiv.org/pdf/2312.11514.pdf,,,False,2,IO/FLOPs-Aware/Sparse Attention
150,2024.03,[CHAI] CHAI: Clustered Head Attention for Efficient LLM Inference(@cs.wisc.edu etc),CHAI,https://arxiv.org/pdf/2403.08058.pdf,,,False,2,IO/FLOPs-Aware/Sparse Attention
151,2024.04,[DeFT] DeFT: Decoding with Flash Tree-Attention for Efficient Tree-structured LLM Inference(@Westlake University etc),DeFT,https://arxiv.org/pdf/2404.00242,,,False,2,IO/FLOPs-Aware/Sparse Attention
152,2024.04,[MoA] MoA: Mixture of Sparse Attention for Automatic Large Language Model Compression(@thu et el.),MoA,https://arxiv.org/pdf/2406.14909,https://github.com/thu-nics/MoA,MoA,True,1,IO/FLOPs-Aware/Sparse Attention
153,2024.07,[**FlashAttention-3**] FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision(@TriDao etc),FlashAttention-3,https://tridao.me/publications/flash3/flash3.pdf,https://github.com/Dao-AILab/flash-attention,flash-attention,True,2,IO/FLOPs-Aware/Sparse Attention
154,2024.07,[**MInference 1.0**] MInference 1.0: Accelerating Pre-filling for Long-Context LLMs via Dynamic Sparse Attention(@Microsoft),MInference 1.0,https://arxiv.org/pdf/2407.02490,https://github.com/microsoft/MInference,MInference 1.0,True,2,IO/FLOPs-Aware/Sparse Attention
155,2024.07,[Shared Attention] Beyond KV Caching: Shared Attention for Efficient LLMs(@Kyushu University etc),Shared Attention,https://arxiv.org/pdf/2407.12866,https://github.com/metacarbon/shareAtt,shareAtt,True,1,IO/FLOPs-Aware/Sparse Attention
156,2024.09,[**CHESS**] CHESS : Optimizing LLM Inference via Channel-Wise Thresholding and Selective Sparsification(@Wuhan University),CHESS,https://arxiv.org/pdf/2409.01366,,,False,2,IO/FLOPs-Aware/Sparse Attention
157,2024.09,[INT-FLASHATTENTION] INT-FLASHATTENTION: ENABLING FLASH ATTENTION FOR INT8 QUANTIZATION(@PKU etc),INT-FLASHATTENTION,https://arxiv.org/pdf/2409.16997,https://github.com/INT-FlashAttention2024/INT-FlashAttention,INT-FlashAttention,True,1,IO/FLOPs-Aware/Sparse Attention
158,2024.10,[**SageAttention**] SAGEATTENTION: ACCURATE 8-BIT ATTENTION FOR PLUG-AND-PLAY INFERENCE ACCELERATION(@thu-ml),SageAttention,https://arxiv.org/pdf/2410.02367,https://github.com/thu-ml/SageAttention,SageAttention,True,2,IO/FLOPs-Aware/Sparse Attention
159,2024.11,[**SageAttention-2**] SageAttention2: Efficient Attention with Thorough Outlier Smoothing and Per-thread INT4 Quantization(@thu-ml),SageAttention-2,https://arxiv.org/pdf/2411.10958,https://github.com/thu-ml/SageAttention,SageAttention,True,2,IO/FLOPs-Aware/Sparse Attention
160,2024.11,[**Squeezed Attention**] SQUEEZED ATTENTION: Accelerating Long Context Length LLM Inference(@UC Berkeley),Squeezed Attention,https://arxiv.org/pdf/2411.09688,https://github.com/SqueezeAILab/SqueezedAttention,SqueezedAttention,True,2,IO/FLOPs-Aware/Sparse Attention
161,2024.12,[**TurboAttention**] TURBOATTENTION: EFFICIENT ATTENTION APPROXIMATION FOR HIGH THROUGHPUTS LLMS(@Microsoft),TurboAttention,https://arxiv.org/pdf/2412.08585,,,False,2,IO/FLOPs-Aware/Sparse Attention
162,2025.01,"[**FFPA**] FFPA: Yet another Faster Flash Prefill Attention with O(1) SRAM complexity for headdim > 256, ~1.5x faster than SDPA EA(@xlite-dev)",FFPA,https://github.com/xlite-dev/ffpa-attn,https://github.com/xlite-dev/ffpa-attn,ffpa-attn,True,2,IO/FLOPs-Aware/Sparse Attention
163,2025.03,[**SpargeAttention**] SpargeAttn: Accurate Sparse Attention Accelerating Any Model Inference(@thu-ml),SpargeAttention,https://arxiv.org/pdf/2502.18137,https://github.com/thu-ml/SpargeAttn,SpargeAttn,True,2,IO/FLOPs-Aware/Sparse Attention
164,2025.04,[**MMInference**] MMInference: Accelerating Pre-filling for Long-Context Visual Language Models via Modality-Aware Permutation Sparse Attention(@microsoft),MMInference,https://arxiv.org/pdf/2504.16083,https://github.com/microsoft/MInference/,MInference,True,2,IO/FLOPs-Aware/Sparse Attention
165,2025.04,[**Sparse Frontier**] The Sparse Frontier: Sparse Attention Trade-offs in Transformer LLMs (@Cohere),Sparse Frontier,https://arxiv.org/pdf/2504.17768,https://github.com/PiotrNawrot/sparse-frontier,SparseFrontier,True,2,IO/FLOPs-Aware/Sparse Attention
166,2024.12,[**Flex Attention**] FLEX ATTENTION: A PROGRAMMING MODEL FOR GENERATING OPTIMIZED ATTENTION KERNELS(@pytorch),Flex Attention,https://arxiv.org/pdf/2412.05496,https://github.com/pytorch-labs/attention-gym,attention-gym,True,2,IO/FLOPs-Aware/Sparse Attention
167,2025.02,[**SeerAttention**] SeerAttention: Learning Intrinsic Sparse Attention in Your LLMs(@microsoft),SeerAttention,https://arxiv.org/abs/2410.13276,https://github.com/microsoft/SeerAttention,SeerAttention,True,3,IO/FLOPs-Aware/Sparse Attention
168,2025.03,"[**Slim attention**] Slim attention: cut your context memory in half without loss of accuracy, K-cache is all you need for MHA(@OpenMachine.ai)",Slim attention,https://arxiv.org/pdf/2503.05840,https://github.com/OpenMachine-ai/transformer-tricks,OpenMchine,True,3,IO/FLOPs-Aware/Sparse Attention
169,2025.05,[**SageAttention-3**] SageAttention3: Microscaling FP4 Attention for Inference and An Exploration of 8-bit Training(@thu-ml),SageAttention-3,https://arxiv.org/pdf/2505.11594,https://github.com/thu-ml/SageAttention,SageAttention,True,2,IO/FLOPs-Aware/Sparse Attention
170,2025.04,[**Parallel Encoding**] APE: Faster and Longer Context-Augmented Generation via Adaptive Parallel Encoding(@cmu.edu&NVIDIA),Parallel Encoding,https://arxiv.org/pdf/2502.05431,https://github.com/Infini-AI-Lab/APE,APE,True,2,IO/FLOPs-Aware/Sparse Attention
171,2025.04,[**Parallel Encoding**] Block-Attention for Efficient Prefilling(@Tencent etc),Parallel Encoding,https://arxiv.org/pdf/2409.15355,https://github.com/TemporaryLoRA/Block-attention,Block-attention,True,2,IO/FLOPs-Aware/Sparse Attention
172,2026.03,"[**NexusQuant**] NexusQuant: Training-Free KV Cache Compression via E8 Lattice Quantization and Temporal Predictive Coding — 7x compression, -2.26% PPL on Mistral-7B, drop-in one-liner",NexusQuant,https://github.com/nexusquant/nexusquant,https://github.com/nexusquant/nexusquant,nexusquant,True,2,KV Cache Scheduling/Quantize/Dropping
173,2019.11,[MQA] Fast Transformer Decoding: One Write-Head is All You Need(@Google),MQA,https://arxiv.org/pdf/1911.02150.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
174,2022.06,[LTP] Learned Token Pruning for Transformers(@UC Berkeley etc),LTP,https://arxiv.org/pdf/2107.00910.pdf,https://github.com/kssteven418/LTP,LTP,True,1,KV Cache Scheduling/Quantize/Dropping
175,2023.05,[**GQA**] GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints(@Google),GQA,https://arxiv.org/pdf/2305.13245.pdf,https://github.com/google/flaxformer,flaxformer,True,2,KV Cache Scheduling/Quantize/Dropping
176,2023.05,[KV Cache Compress] Scissorhands: Exploiting the Persistence of Importance Hypothesis for LLM KV Cache Compression at Test Time(@),KV Cache Compress,https://arxiv.org/pdf/2305.17118.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
177,2023.06,[H2O] H2O: Heavy-Hitter Oracle for Efficient Generative Inference of Large Language Models(@Rice University etc),H2O,https://arxiv.org/pdf/2306.14048.pdf,https://github.com/FMInference/H2O,H2O,True,1,KV Cache Scheduling/Quantize/Dropping
178,2023.06,[QK-Sparse/Dropping Attention] Faster Causal Attention Over Large Sequences Through Sparse Flash Attention(@EPFL etc),QK-Sparse/Dropping Attention,https://arxiv.org/pdf/2306.01160.pdf,https://github.com/epfml/dynamic-sparse-flash-attention,dynamic-sparse-flash-attention,True,1,KV Cache Scheduling/Quantize/Dropping
179,2023.08,[Chunked Prefills] SARATHI: Efficient LLM Inference by Piggybacking Decodes with Chunked Prefills(@Microsoft etc),Chunked Prefills,https://arxiv.org/pdf/2308.16369.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
180,2023.09,[**PagedAttention**] Efficient Memory Management for Large Language  Model Serving with PagedAttention(@UC Berkeley etc),PagedAttention,https://arxiv.org/pdf/2309.06180.pdf,https://github.com/vllm-project/vllm,vllm,True,2,KV Cache Scheduling/Quantize/Dropping
181,2023.09,[KV Cache FP8 + WINT4] Exploration on LLM inference performance optimization(@HPC4AI),KV Cache FP8 + WINT4,https://zhuanlan.zhihu.com/p/653735572,,,False,1,KV Cache Scheduling/Quantize/Dropping
182,2023.10,[**TensorRT-LLM KV Cache FP8**] NVIDIA TensorRT LLM(@NVIDIA),TensorRT-LLM KV Cache FP8,https://nvidia.github.io/TensorRT-LLM/precision.html,https://github.com/NVIDIA/TensorRT-LLM,TensorRT-LLM,True,2,KV Cache Scheduling/Quantize/Dropping
183,2023.10,[**Adaptive KV Cache Compress**] MODEL TELLS YOU WHAT TO DISCARD: ADAPTIVE KV CACHE COMPRESSION FOR LLMS(@illinois.edu&microsoft),Adaptive KV Cache Compress,https://arxiv.org/pdf/2310.01801.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
184,2023.10,[CacheGen] CacheGen: Fast Context Loading for Language Model Applications(@Chicago University&Microsoft),CacheGen,https://arxiv.org/pdf/2310.07240.pdf,https://github.com/LMCache/LMCache,LMCache,True,1,KV Cache Scheduling/Quantize/Dropping
185,2023.12,[KV-Cache Optimizations] Leveraging Speculative Sampling and KV-Cache Optimizations Together for Generative AI using OpenVINO(@Haim Barad etc),KV-Cache Optimizations,https://arxiv.org/pdf/2311.04951.pdf,,,False,1,KV Cache Scheduling/Quantize/Dropping
186,2023.12,[KV Cache Compress with LoRA] Compressed Context Memory for Online Language Model Interaction (@SNU & NAVER AI),KV Cache Compress with LoRA,https://arxiv.org/pdf/2312.03414.pdf,https://github.com/snu-mllab/Context-Memory,Compressed-Context-Memory,True,2,KV Cache Scheduling/Quantize/Dropping
187,2023.12,[**RadixAttention**] Efficiently Programming Large Language Models using SGLang(@Stanford University etc),RadixAttention,https://arxiv.org/pdf/2312.07104,https://github.com/sgl-project/sglang,sglang,True,2,KV Cache Scheduling/Quantize/Dropping
188,2024.01,[**DistKV-LLM**] Infinite-LLM: Efficient LLM Service for Long Context with DistAttention and Distributed KVCache(@Alibaba etc),DistKV-LLM,https://arxiv.org/pdf/2401.02669.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
189,2024.02,[Prompt Caching] Efficient Prompt Caching via Embedding Similarity(@UC Berkeley),Prompt Caching,https://arxiv.org/pdf/2402.01173.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
190,2024.02,[Less] Get More with LESS: Synthesizing Recurrence with KV Cache Compression for Efficient LLM Inference(@CMU etc),Less,https://arxiv.org/pdf/2402.09398.pdf,,,False,1,KV Cache Scheduling/Quantize/Dropping
191,2024.02,[MiKV] No Token Left Behind: Reliable KV Cache Compression via Importance-Aware Mixed Precision Quantization(@KAIST),MiKV,https://arxiv.org/pdf/2402.18096.pdf,,,False,1,KV Cache Scheduling/Quantize/Dropping
192,2024.02,[**Shared Prefixes**] Hydragen: High-Throughput LLM Inference with Shared Prefixes,Shared Prefixes,https://arxiv.org/pdf/2402.05099.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
193,2024.02,[**ChunkAttention**] ChunkAttention: Efficient Self-Attention with Prefix-Aware KV Cache and Two-Phase Partition(@microsoft.com),ChunkAttention,https://arxiv.org/pdf/2402.15220,https://github.com/microsoft/chunk-attention,chunk-attention,True,2,KV Cache Scheduling/Quantize/Dropping
194,2024.03,[QAQ] QAQ: Quality Adaptive Quantization for LLM KV Cache(@@smail.nju.edu.cn),QAQ,https://arxiv.org/pdf/2403.04643.pdf,https://github.com/ClubieDong/QAQ-KVCacheQuantization,QAQ-KVCacheQuantization,True,2,KV Cache Scheduling/Quantize/Dropping
195,2024.03,[DMC] Dynamic Memory Compression: Retrofitting LLMs for Accelerated Inference(@NVIDIA etc),DMC,https://arxiv.org/pdf/2403.09636.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
196,2024.03,[Keyformer] Keyformer: KV Cache reduction through key tokens selection for Efficient Generative Inference(@ece.ubc.ca etc),Keyformer,https://arxiv.org/pdf/2403.09054.pdf,https://github.com/d-matrix-ai/keyformer-llm,Keyformer,True,2,KV Cache Scheduling/Quantize/Dropping
197,2024.03,[FASTDECODE] FASTDECODE: High-Throughput GPU-Efficient LLM Serving using Heterogeneous(@Tsinghua University),FASTDECODE,https://arxiv.org/pdf/2403.11421.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
198,2024.03,[Sparsity-Aware KV Caching] ALISA: Accelerating Large Language Model Inference via Sparsity-Aware KV Caching(@ucf.edu),Sparsity-Aware KV Caching,https://arxiv.org/pdf/2403.17312.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping
199,2024.03,[GEAR] GEAR: An Efficient KV Cache Compression Recipe for Near-Lossless Generative Inference of LLM(@gatech.edu),GEAR,https://arxiv.org/pdf/2403.05527,https://github.com/opengear-project/GEAR,GEAR,True,1,KV Cache Scheduling/Quantize/Dropping
200,2024.04,[SqueezeAttention] SQUEEZEATTENTION: 2D Management of KV-Cache in LLM Inference via Layer-wise Optimal Budget(@lzu.edu.cn etc),SqueezeAttention,https://arxiv.org/pdf/2404.04793.pdf,https://github.com/hetailang/SqueezeAttention,SqueezeAttention,True,2,KV Cache Scheduling/Quantize/Dropping
201,2024.04,[SnapKV] SnapKV: LLM Knows What You are Looking for Before Generation(@UIUC),SnapKV,https://arxiv.org/pdf/2404.14469,https://github.com/FasterDecoding/SnapKV,SnapKV,True,1,KV Cache Scheduling/Quantize/Dropping
202,2024.05,[vAttention] vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention(@Microsoft Research India),vAttention,https://arxiv.org/pdf/2405.04437,https://github.com/microsoft/vattention,vAttention,True,2,KV Cache Scheduling/Quantize/Dropping
203,2024.05,[KVCache-1Bit] KV Cache is 1 Bit Per Channel: Efficient Large Language Model Inference with Coupled Quantization(@Rice University),KVCache-1Bit,https://arxiv.org/pdf/2405.03917,,,False,2,KV Cache Scheduling/Quantize/Dropping
204,2024.05,[KV-Runahead] KV-Runahead: Scalable Causal LLM Inference by Parallel Key-Value Cache Generation(@Apple etc),KV-Runahead,https://arxiv.org/pdf/2405.05329,,,False,2,KV Cache Scheduling/Quantize/Dropping
205,2024.05,[ZipCache] ZipCache: Accurate and Efficient KV Cache Quantization with Salient Token Identification(@Zhejiang University etc),ZipCache,https://arxiv.org/pdf/2405.14256,,,False,2,KV Cache Scheduling/Quantize/Dropping
206,2024.05,[MiniCache] MiniCache: KV Cache Compression in Depth Dimension for Large Language Models(@ZIP Lab),MiniCache,https://arxiv.org/pdf/2405.14366,,,False,2,KV Cache Scheduling/Quantize/Dropping
207,2024.05,[CacheBlend] CacheBlend: Fast Large Language Model Serving with Cached Knowledge Fusion(@University of Chicago),CacheBlend,https://arxiv.org/pdf/2405.16444,https://github.com/LMCache/LMCache,LMCache,True,2,KV Cache Scheduling/Quantize/Dropping
208,2024.06,[CompressKV] Effectively Compress KV Heads for LLM(@alibaba etc),CompressKV,https://arxiv.org/pdf/2406.07056,,,False,2,KV Cache Scheduling/Quantize/Dropping
209,2024.06,[MemServe] MemServe: Context Caching for Disaggregated LLM Serving with Elastic Memory Pool(@Huawei Cloud etc),MemServe,https://arxiv.org/pdf/2406.17565,,,False,2,KV Cache Scheduling/Quantize/Dropping
210,2024.07,[MLKV] MLKV: Multi-Layer Key-Value Heads for Memory Efficient Transformer Decoding(@Institut Teknologi Bandung),MLKV,https://arxiv.org/pdf/2406.09297,https://github.com/zaydzuhri/pythia-mlkv,pythia-mlkv,True,1,KV Cache Scheduling/Quantize/Dropping
211,2024.07,[ThinK] ThinK: Thinner Key Cache by Query-Driven Pruning(@Salesforce AI Research etc),ThinK,https://arxiv.org/pdf/2407.21018,,,False,2,KV Cache Scheduling/Quantize/Dropping
212,2024.07,[Palu] Palu: Compressing KV-Cache with Low-Rank Projection(@nycu.edu.tw),Palu,https://arxiv.org/pdf/2407.21118,https://github.com/shadowpa0327/Palu,Palu,True,2,KV Cache Scheduling/Quantize/Dropping
213,2024.08,[Zero-Delay QKV Compression] Zero-Delay QKV Compression for Mitigating KV Cache and Network Bottlenecks in LLM Inference(@University of Virginia),Zero-Delay QKV Compression,https://arxiv.org/pdf/2408.04107,,,False,2,KV Cache Scheduling/Quantize/Dropping
214,2024.09,[**AlignedKV**] AlignedKV: Reducing Memory Access of KV-Cache with Precision-Aligned Quantization(@Tsinghua University),AlignedKV,https://arxiv.org/pdf/2409.16546,https://github.com/AlignedQuant/AlignedKV,AlignedKV,True,1,KV Cache Scheduling/Quantize/Dropping
215,2024.10,[**LayerKV**] Optimizing Large Language Model Serving with Layer-wise KV Cache Management(@Ant Group),LayerKV,https://arxiv.org/pdf/2410.00428,,,False,2,KV Cache Scheduling/Quantize/Dropping
216,2024.10,[**AdaKV**] Ada-KV: Optimizing KV Cache Eviction by Adaptive Budget Allocation for Efficient LLM Inference (@USTC),AdaKV,https://arxiv.org/abs/2407.11550,https://github.com/FFY0/AdaKV,AdaKV,True,2,KV Cache Scheduling/Quantize/Dropping
